search_term,bls_n,bls_women,search_n,search_women,bls_p_women,search_p_women,Answer.typeofpeople,Answer.howmany,multiple_onegender,image_gender,image_url,source_url,order,search_provider
chief executive officer,1513000,414562,98,11,0.274,0.112244898,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=4Tsqt-g-dy1VnM:&imgrefurl=http://commons.wikimedia.org/wiki/File:Rana_Kapoor,_Chief_Executive_Officer,_Yes_Bank,_India,_at_the_2010_Horasis_Global_India_Business_Meeting_on_what_is_needed_to_build_global_firms_of_Indian_origin.jpg&docid=6IsxhSv7z308iM&imgurl=http://upload.wikimedia.org/wikipedia/commons/d/d3/Rana_Kapoor,_Chief_Executive_Officer,_Yes_Bank,_India,_at_the_2010_Horasis_Global_India_Business_Meeting_on_what_is_needed_to_build_global_firms_of_Indian_origin.jpg&w=2832&h=4256&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
childcare worker,1314000,1236474,71,62,0.941,0.873239437,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ai4Odjn8e60nCM:&imgrefurl=http://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm&docid=QT0Mv9ZvcCHqzM&imgurl=http://www.bls.gov/ooh/images/p22-to-p23/p233-2-jpg.jpg&w=336&h=240&ei=Shn3Uf_0K4isiAKIrIGYCA&zoom=1&ved=1t:3588,r:1,s:0,i:86",1,google
computer programmer,480000,108000,54,9,0.225,0.166666667,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=6qACV_SoWdlEhM:&imgrefurl=http://malachifortune.blogspot.com/2010_10_01_archive.html&docid=2yiq3vc8s8k0AM&imgurl=http://2.bp.blogspot.com/_Wo1YS6n9AbA/TLcc79V0GXI/AAAAAAAAAAQ/7qgX-BPAGd8/s320/computer%252Bprogrammer%252Bm2.jpg&w=898&h=1146&ei=PdD2UZngK8vnigL_9IDwCA&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
construction worker,1387000,40223,88,11,0.029,0.125,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=1FywFNjF1FZp2M:&imgrefurl=http://www.wycokck.org/WorkArea/linkit.aspx%3FLinkIdentifier%3Did%26ItemID%3D7054&docid=_2Vi5f8viPfrWM&imgurl=http://www.wycokck.org/uploadedImages/Departments/NRC/construction-worker.jpg&w=714&h=849&ei=riD3Ud-oGM7ligKIroH4Cw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
custodian,2205000,654885,64,10,0.297,0.15625,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ll9SkW3nT13ndM:&imgrefurl=http://www.okeene.k12.ok.us/faculty.htm&docid=7oJXFOzgvI_o-M&imgurl=http://www.okeene.k12.ok.us/images/custodian.jpg&w=250&h=244&ei=fBX3Ub2jJ-WriAKmuIGwAw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
doctor,911000,312473,83,25,0.343,0.301204819,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=J0YCLD4fb451-M:&imgrefurl=http://hearingrevolution.com/top-ten-ways-to-extend-the-life-of-your-hearing-aids/&docid=WFHDs1Q3aiqk_M&imgurl=http://hearingrevolution.com/wp-content/uploads/2013/01/Doctor_Cover.jpg&w=2457&h=2940&ei=rvX2UcPGCejUiwLtvICACA&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
drafter,149000,24734,33,6,0.166,0.181818182,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=2U_kGpmPTjTr7M:&imgrefurl=https://en.wikipedia.org/wiki/Drafter&docid=-izFK23r3haN-M&imgurl=https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Drafter_at_work.jpg/220px-Drafter_at_work.jpg&w=220&h=325&ei=UNL2UYq_OrDxiQLM7YCoCg&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
electrician,692000,12456,75,3,0.018,0.04,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=8XwHqLk7r63hQM:&imgrefurl=http://www.electrician-medford-oregon.com/finding-the-right-electrician/attachment/electrician-cartoon2&docid=HAeqJrRGSpdJ8M&imgurl=http://www.electrician-medford-oregon.com/wp-content/uploads/2012/01/electrician-cartoon2.gif&w=646&h=683&ei=OSH3Uf2TN4iTiQLOu4DoAQ&zoom=1&ved=1t:3588,r:1,s:0,i:84",1,google
engineer,359000,47388,71,11,0.132,0.154929577,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=cOToSumaVlYmYM:&imgrefurl=http://thehelpfulengineer.com/&docid=0mpOmqwVKb0YWM&imgurl=http://thehelpfulengineer.com/wp-content/uploads/2011/01/helpful_engineer_small.jpg&w=709&h=1441&ei=ANL2UefUGOKaiQKBvIGYAg&zoom=1&ved=1t:3588,r:1,s:0,i:92",1,google
garbage collector,106000,6996,35,2,0.066,0.057142857,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=471bleClit_TUM:&imgrefurl=http://morecoding.wordpress.com/2012/05/03/garbage-collector/&docid=DsRpWfmuaTj2CM&imgurl=http://morecoding.files.wordpress.com/2012/05/garbage.jpg&w=465&h=500&ei=bSn3UZ7RGsr0iQL85oCwBw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
housekeeper,1457000,1283617,82,76,0.881,0.926829268,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ZY7apVba87kbSM:&imgrefurl=http://www.educationtimes.com/index.aspx%3Fpage%3Darticle%26secid%3D10%26conid%3D2008122920081229181707235e26e416&docid=12yjzUzfYylaVM&imgurl=http://cms.mumbaimirror.com/portalfiles/3/10/200812/Image/house_keeping.jpg&w=400&h=400&ei=5RX3UbSdFsybjALYjoD4Cw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
insurance sales agent,540000,238140,84,40,0.441,0.476190476,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=foAEaCcyZa05dM:&imgrefurl=http://www.bls.gov/ooh/sales/insurance-sales-agents.htm&docid=euQ9OsH3B1-AdM&imgurl=http://www.bls.gov/ooh/images/p24-to-p25/p240-2-jpg.jpg&w=240&h=336&ei=Jhr3Uc6JEsj1igKq_4GwCQ&zoom=1&ved=1t:3588,r:1,s:0,i:90",1,google
librarian,181000,157108,65,62,0.868,0.953846154,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=veA6Eo6vWcFRnM:&imgrefurl=http://nicolamcnee.edublogs.org/2010/06/12/crowdsourcing-the-unique-combination-of-skills-of-the-librarian/&docid=zLLI3uEzNFzQAM&imgurl=http://nicolamcnee.edublogs.org/files/2010/06/Nicola-the-Librarian.jpg&w=1181&h=1047&ei=C_D2UfOAOIGiiQL5jYH4CA&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
mail carrier,318000,119886,73,21,0.377,0.287671233,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=9_mt61vZ3Drc8M:&imgrefurl=http://blog.ipfactor.co.il/2013/01/09/the-oldest-excuse-in-the-book-lost-in-the-post/&docid=kRg3-zRPKUW66M&imgurl=http://ipfactor.files.wordpress.com/2013/01/mail_carrier_2.gif&w=490&h=594&ei=mB73UbGzL4miiQKtuoD4Aw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
nurse,2875000,2604750,89,86,0.906,0.966292135,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=iMmBEEG1LMxloM:&imgrefurl=http://eofdreams.com/photo/nurse/03/&docid=dT3apN_m34qu9M&imgurl=http://eofdreams.com/data_images/dreams/nurse/nurse-03.jpg&w=2130&h=2347&ei=_fb2UYywBeSQiAKv1oCIDw&zoom=1&ved=1t:3588,r:1,s:0,i:92",1,google
nurse practitioner,103000,88683,78,66,0.861,0.846153846,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=BS-z-TPbp30jcM:&imgrefurl=http://barkereducation.com/for-students/nurse-practitioner-programs/&docid=pDVXjcQRIQEXqM&imgurl=http://barkereducation.com/wp-content/uploads/2012/02/family-nurse-practitioner.jpg&w=400&h=266&ei=Vff2UdjYI8GviQKi1oFA&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
pharmacist,286000,153582,78,45,0.537,0.576923077,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=PSJbwbhUfHGjxM:&imgrefurl=http://www.wisegeek.com/how-do-i-get-a-pharmacist-degree.htm&docid=JZUy9kX6Ka16NM&imgurl=http://images.wisegeek.com/pharmacist-with-pills.jpg&w=1000&h=784&ei=FvX2UcOROqPiiwKO24CwBg&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
pilot,129000,5289,77,8,0.041,0.103896104,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=dct7LD_br-Wf2M:&imgrefurl=http://www.aurelienlaine.com/screenwriting-tv-pilot-course/&docid=5C3MfH8j9p2g7M&imgurl=http://www.aurelienlaine.com/wp-content/uploads/2012/10/pilot-training-2.jpg&w=1600&h=1600&ei=5yX3Ua63H83WiAL97oDYAQ&zoom=1&ved=1t:3588,r:1,s:0,i:92",1,google
plumber,534000,6942,85,4,0.013,0.047058824,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=EbBgpV23ONYVdM:&imgrefurl=http://eofdreams.com/plumber.html&docid=kvXEdqAktBhDvM&imgurl=http://eofdreams.com/data_images/dreams/plumber/plumber-04.jpg&w=900&h=600&ei=RiL3UfHiIIm4igLK_4CICA&zoom=1&ved=1t:3588,r:1,s:0,i:92",1,google
police officer,657000,82782,72,10,0.126,0.138888889,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=WNJWTB-n5173ZM:&imgrefurl=http://www.123rf.com/photo_8067441_police-officer-standing-and-resting-his-hand-on-his-holstered-pistol.html&docid=lp7UsnJPYxVSdM&imgurl=http://us.123rf.com/400wm/400/400/bicubic/bicubic1010/bicubic101000066/8067441-police-officer-standing-and-resting-his-hand-on-his-holstered-pistol.jpg&w=684&h=1200&ei=KPv2UfG9FcWqigLgjYGwBQ&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
primary school teacher,2838000,2310132,78,56,0.814,0.717948718,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=L-jql_oAVytpVM:&imgrefurl=http://www.guardian.co.uk/money/2010/apr/03/primary-school-teacher&docid=qJIJ2G0NplJrFM&imgurl=http://static.guim.co.uk/sys-images/Money/Pix/pictures/2010/4/1/1270135342722/Primary-school-teacher-Ka-001.jpg&w=460&h=276&ei=Z-72UbfJKub6igL83YDgAw&zoom=1&ved=1t:3588,r:1,s:0,i:84",1,google
receptionist,1237000,1131855,81,78,0.915,0.962962963,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=H-p5DpuId4iL5M:&imgrefurl=http://liveanswerreceptionist.com/&docid=GMIglMFxRAW8IM&imgurl=http://liveanswerreceptionist.com/Receptionist_blonde.jpg&w=1132&h=1696&ei=qR33UdzSF-OZiQLnrID4AQ&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
roofer,196000,2940,74,0,0.015,0,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=z8dHiqMxRs9ssM:&imgrefurl=http://www.thelisticles.net/people-and-politics/most-dangerous-jobs/attachment/roofer/&docid=fErHR-X7THIThM&imgurl=http://www.thelisticles.net/wp-content/uploads/2012/03/Roofer.jpg&w=460&h=288&ei=tyL3UfmPKIreigLn14CoBw&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
security guard,903000,167055,95,5,0.185,0.052631579,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=LkrwPBuhz5ALRM:&imgrefurl=http://www.ontariosecurityguard.ca/&docid=rzOugbE_eWzI4M&imgurl=http://www.ontariosecurityguard.ca/wp-content/uploads/2013/02/securitysafe1.jpg&w=1397&h=1401&ei=7Pv2UZmcKeGaiALr0oHADQ&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
software developer,1084000,213548,81,12,0.197,0.148148148,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=JFEtay42tAOSDM:&imgrefurl=http://www.bls.gov/ooh/Computer-and-Information-Technology/Software-developers.htm&docid=EBDg6j95IcHvQM&imgurl=http://www.bls.gov/ooh/images/p04-to-p05/p057-1-jpg.jpg&w=336&h=240&ei=lND2UemQFqOtigLA2YH4Bw&zoom=1&ved=1t:3588,r:1,s:0,i:92",1,google
special ed teacher,366000,315492,86,67,0.862,0.779069767,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=JFww9p4Qs4Q4PM:&imgrefurl=http://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm&docid=w8h9Z2ZQPxPm7M&imgurl=http://www.bls.gov/ooh/images/p12-to-p13/p135-3-jpg.jpg&w=336&h=240&ei=lu_2UeT4N4mdiQKQ1ICICg&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
technical writer,58000,32190,40,14,0.555,0.35,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=_ZruoPZtwOskvM:&imgrefurl=http://money.cnn.com/magazines/moneymag/bestjobs/2009/snapshots/28.html&docid=XCPkK6WoQMVcZM&imgurl=http://i2.cdn.turner.com/money/.element/img/1.0/sections/mag/moneymag/bestjobs/2009/snapshot/28_technical_writer.ju.jpg&w=340&h=256&ei=q_L2UYWOJoeUiQKKz4CgDQ&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
telemarketer,97000,48791,90,58,0.503,0.644444444,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=-Q0lLlWWyXlBzM:&imgrefurl=http://www.hark.com/clips/qlztssnyzk-telemarketer-calls-murder-scene&docid=BgnqNsppKdgOjM&imgurl=http://076dd0a50e0c1255009e-bd4b8aabaca29897bc751dfaf75b290c.r40.cf1.rackcdn.com/images/files/000/001/044/original/original.jpg&w=283&h=424&ei=4xv3UY-ACKerigL3soGYBg&zoom=1&ved=1t:3588,r:1,s:0,i:93",1,google
truck driver,3201000,172854,72,5,0.054,0.069444444,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/1.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=eTGyca6z31W7pM:&imgrefurl=http://blog.godependable.com/post/2013/04/24/The-Value-Of-A-Professional-Truck-Driver.aspx&docid=9y6M4LluLCjviM&imgurl=http://blog.godependable.com/image.axd%253Fpicture%253D%25252F2013%25252F04%25252Ftruck-driver.gif&w=610&h=547&ei=ZCf3UfLKMsaQigLD-oHQCA&zoom=1&ved=1t:3588,r:1,s:0,i:92",1,google
administrative assistant,2904000,2767512,78,72,0.953,0.923076923,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=VGXCzYnMJDo6XM:&imgrefurl=http://lhc.edu/programs/administrative-assistant/&docid=DK_Z-md4hdQ2-M&imgurl=http://lhc.edu/wp-content/uploads/2010/10/administrativeassistant.jpg&w=380&h=250&ei=Ih_3UYP7DuKaiAL18oHIBg&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
announcer,50000,11800,86,18,0.236,0.209302326,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=-uCHucA9fDvAXM:&imgrefurl=http://www.elephanttoenails.com/thenews/2008/03/&docid=KciMiKZgIaojiM&imgurl=http://www.elephanttoenails.com/thenews/wp-content/uploads/2008/03/announcer.gif&w=271&h=284&ei=2PD2UZG8BOmciAKDl4GwBw&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
bartender,412000,246788,94,22,0.599,0.234042553,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=5NtT70BrqENeHM:&imgrefurl=http://takecare11.blogspot.com/2012/07/what-does-it-take-to-become-good.html&docid=8PNn9obohOWUCM&imgurl=http://1.bp.blogspot.com/-81413fQAidE/UCnEckAT4rI/AAAAAAAAACs/AuOW38ezIVg/s400/Bartender.jpg&w=300&h=261&ei=gv32UdrYJ8iWiALjt4DoCA&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
biologist,101000,50601,65,23,0.501,0.353846154,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=XyFsMKlQ_kdlBM:&imgrefurl=http://www.gambassa.com/public/project/1910/MarineBiologistbyVictoriaHuson.html&docid=xPEEH1Iw8IZjWM&imgurl=http://www.gambassa.com/gambassafiles/images/images/vhuson/19384028_v1.jpg&w=450&h=302&ei=qNL2UaL_Iu3figK7poCIAg&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
building inspector,118000,9204,59,4,0.078,0.06779661,man,multiple,TRUE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=AWQVXttcfJGy9M:&imgrefurl=http://deskinlawfirm.com/building_inspector_entitled_to_overtime&docid=CXM4NS4DV1NJFM&imgurl=http://deskinlawfirm.com/files/buildinginspector.jpg&w=392&h=306&ei=aCP3UYqYFMixiwKk_YCgBw&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
bus driver,558000,253890,48,9,0.455,0.1875,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Py_Z0qoN0M2dPM:&imgrefurl=http://en.wikipedia.org/wiki/Bus_driver&docid=_mMLokdNp2oU5M&imgurl=http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Metro_Transit-University_Avenue-20081002.JPG/170px-Metro_Transit-University_Avenue-20081002.JPG&w=170&h=227&ei=-ib3UZqRAcWfiALahYG4CA&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
butcher,311000,71530,63,5,0.23,0.079365079,man,multiple,TRUE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=nqwwPQ8PZn3G4M:&imgrefurl=http://www.ibiblio.org/jimmy/folkden-wp/%3Fp%3D7086&docid=MG53C_g5Qp_8wM&imgurl=http://www.ibiblio.org/jimmy/folkden/php/images/Butchers_Boy.jpg&w=1072&h=770&ei=ViT3UaCFHrHZigK134HwAw&zoom=1&ved=1t:3588,r:2,s:0,i:95",2,google
chef,403000,86645,91,22,0.215,0.241758242,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=4V51ZabFWLFrTM:&imgrefurl=http://www.villamilagrovineyards.com/ChefsSecrets.html&docid=6ZH47J9kqxIkCM&imgurl=http://www.villamilagrovineyards.com/chef2.jpg&w=337&h=506&ei=wvz2UbaoNq3biwL-l4GoCg&zoom=1&ved=1t:3588,r:2,s:0,i:95",2,google
chemist,105000,46410,77,41,0.442,0.532467532,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=P_baf1or9epLSM:&imgrefurl=http://neurobonkers.com/2011/04/26/the-mystery-chemist/&docid=V1Ll0cMooQ_RpM&imgurl=http://neurobonkers.com/wp-content/uploads/2011/04/Mystery-Chemist.gif&w=417&h=588&ei=g-v2UdnVFur6igKKjICYBg&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
chief executive officer,1513000,414562,98,11,0.274,0.112244898,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=saTL0FT3mIK3AM:&imgrefurl=http://www.omg.org/~soley/&docid=KA8TZQRejAmyPM&imgurl=http://www.omg.org/~soley/pro1.jpg&w=1500&h=2100&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
childcare worker,1314000,1236474,71,62,0.941,0.873239437,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=rCXI5u25nvUWjM:&imgrefurl=http://education-portal.com/articles/5_Majors_for_People_Who_Like_Kids.html&docid=oMK6n8sfBxXXVM&imgurl=http://education-portal.com/cimages/multimages/16/childcare-worker.jpg&w=374&h=281&ei=Shn3Uf_0K4isiAKIrIGYCA&zoom=1&ved=1t:3588,r:2,s:0,i:89",2,google
computer programmer,480000,108000,54,9,0.225,0.166666667,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=3QyCTVWEKoEhRM:&imgrefurl=http://sputsoft.com/what-is-a-computer-programmer-make-it-your-profession/&docid=BhnqFFh78ydGUM&imgurl=http://sputsoft.com/wp-content/uploads/2012/06/019-what-is-a-computer-programmer.jpg&w=425&h=282&ei=PdD2UZngK8vnigL_9IDwCA&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
construction worker,1387000,40223,88,11,0.029,0.125,woman,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=xm90_l0_WgO0rM:&imgrefurl=http://buildinginspectorinstitute.wordpress.com/about/&docid=l0G98-bko91uiM&imgurl=http://buildinginspectorinstitute.files.wordpress.com/2012/07/many-people-in-mexico-work-as-construction-worker-n5-mexico-mexico1152_12991196413-tpfil02aw-6639.jpeg&w=1152&h=752&ei=riD3Ud-oGM7ligKIroH4Cw&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
custodian,2205000,654885,64,10,0.297,0.15625,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=W8kOVCOnnoDpuM:&imgrefurl=http://www.magidaelkassis.com/Custodian&docid=gcHy8Hj4Iyop4M&imgurl=http://payload.cargocollective.com/1/0/24156/283433/custodian1.jpg&w=500&h=624&ei=fBX3Ub2jJ-WriAKmuIGwAw&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
doctor,911000,312473,83,25,0.343,0.301204819,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=efhh4en0Wi6qwM:&imgrefurl=http://www.diagnoziz.com/steps-successful-doctor/&docid=vSYCu5R6A_wpGM&imgurl=http://www.diagnoziz.com/wp-content/uploads/2013/05/doctor.jpg&w=864&h=864&ei=rvX2UcPGCejUiwLtvICACA&zoom=1&ved=1t:3588,r:2,s:0,i:96",2,google
electrician,692000,12456,75,3,0.018,0.04,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=tbrl3SZ6uG3PcM:&imgrefurl=http://www.prestigeelectric.net/&docid=a3Fvcg_rPeo3AM&imgurl=http://www.prestigeelectric.net/images/electrician-electrical-breaker-panel.jpg&w=708&h=678&ei=OSH3Uf2TN4iTiQLOu4DoAQ&zoom=1&ved=1t:3588,r:2,s:0,i:87",2,google
engineer,359000,47388,71,11,0.132,0.154929577,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=wDEHaCGfQzCk9M:&imgrefurl=http://eofdreams.com/engineer.html&docid=oShrdd1QH6cJqM&imgurl=http://eofdreams.com/data_images/dreams/engineer/engineer-09.jpg&w=554&h=565&ei=ANL2UefUGOKaiQKBvIGYAg&zoom=1&ved=1t:3588,r:2,s:0,i:95",2,google
